Acquired,Department,Created
39.30(66),Drawings and Prints,1603
2014.733.3,Drawings and Prints,1641
"2014.681a, b",Arms and Armor,1835
39.30(67),Drawings and Prints,1603
39.30(68),Drawings and Prints,1603
39.30(69),Drawings and Prints,1603
39.30(70),Drawings and Prints,1603
39.30(71),Drawings and Prints,1603
2014.632.1,"Arts of Africa, Oceania, and the Americas",600
39.30(72),Drawings and Prints,1603
39.30(73),Drawings and Prints,1603
52.519.87(96),Drawings and Prints,1761
39.30(74),Drawings and Prints,1603
39.30(75),Drawings and Prints,1603
39.30(76),Drawings and Prints,1603
52.519.87(97),Drawings and Prints,1761
20.50.1(1),Drawings and Prints,1605
52.519.87(98),Drawings and Prints,1761
20.50.1(2),Drawings and Prints,1605
20.50.1(3),Drawings and Prints,1605
20.50.1(4),Drawings and Prints,1605
20.50.1(5),Drawings and Prints,1605
20.50.1(6),Drawings and Prints,1605
20.50.1(7),Drawings and Prints,1605
20.50.1(8),Drawings and Prints,1605
20.50.1(9),Drawings and Prints,1605
20.50.1(10),Drawings and Prints,1605
20.50.1(11),Drawings and Prints,1605
20.50.1(12),Drawings and Prints,1605
20.50.1(13),Drawings and Prints,1605
20.50.1(14),Drawings and Prints,1605
20.50.1(15),Drawings and Prints,1605
20.50.1(16),Drawings and Prints,1605
20.50.1(17),Drawings and Prints,1605
20.50.1(18),Drawings and Prints,1605
20.50.1(19),Drawings and Prints,1605
20.50.1(20),Drawings and Prints,1605
20.50.1(21),Drawings and Prints,1605
20.50.1(22),Drawings and Prints,1605
20.50.1(23),Drawings and Prints,1605
20.50.1(24),Drawings and Prints,1605
20.50.1(25),Drawings and Prints,1605
20.50.1(26),Drawings and Prints,1605
20.50.1(27),Drawings and Prints,1605
20.50.1(28),Drawings and Prints,1605
20.50.1(29),Drawings and Prints,1605
20.50.1(30),Drawings and Prints,1605
20.50.1(31),Drawings and Prints,1605
20.50.1(32),Drawings and Prints,1605
20.50.1(33),Drawings and Prints,1605
20.50.1(34),Drawings and Prints,1605
20.50.1(35),Drawings and Prints,1605
20.50.1(36),Drawings and Prints,1605
20.50.1(37),Drawings and Prints,1605
20.50.1(38),Drawings and Prints,1605
20.50.1(39),Drawings and Prints,1605
20.50.1(40),Drawings and Prints,1605
20.50.1(41),Drawings and Prints,1605
20.50.1(42),Drawings and Prints,1605
20.50.1(43),Drawings and Prints,1605
20.50.1(44),Drawings and Prints,1605
20.50.1(45),Drawings and Prints,1605
20.50.1(46),Drawings and Prints,1605
20.50.1(47),Drawings and Prints,1605
20.50.1(48),Drawings and Prints,1605
20.50.1(49),Drawings and Prints,1605
20.50.1(50),Drawings and Prints,1605
20.50.1(51),Drawings and Prints,1605
20.50.1(52),Drawings and Prints,1605
20.50.1(53),Drawings and Prints,1605
20.50.1(54),Drawings and Prints,1605
20.50.1(55),Drawings and Prints,1605
20.50.1(56),Drawings and Prints,1605
20.50.1(57),Drawings and Prints,1605
20.50.1(58),Drawings and Prints,1605
20.50.1(59),Drawings and Prints,1605
20.50.1(60),Drawings and Prints,1605
07.167.33b,Drawings and Prints,1772
"29.150.25, .26, .134",Arms and Armor,1401
1983.1210.5(1–14),Drawings and Prints,1965
2014.268.2,Photographs,1951
2014.268.3,Photographs,1950
2014.268.4,Photographs,1950
2014.268.5,Photographs,1950
2014.268.6,Photographs,1950
2014.268.7,Photographs,1951
2014.268.8,Photographs,1950
2014.268.9,Photographs,1950
2014.268.10,Photographs,1951
2014.268.11,Photographs,1951
2014.268.12,Photographs,1951
2014.268.13,Photographs,1950
2014.268.14,Photographs,1950
2014.268.15,Photographs,1950
2014.268.16,Photographs,1950
2014.268.17,Photographs,1950
2014.268.18,Photographs,1950
2014.268.19,Photographs,1950
2014.268.20,Photographs,1950
2014.268.21,Photographs,1951
2014.268.22,Photographs,1951
2014.268.23,Photographs,1950
2014.268.24,Photographs,1951
2014.268.25,Photographs,1951
2014.268.26,Photographs,1951
2014.268.27,Photographs,1951
2014.268.28,Photographs,1951
2014.268.29,Photographs,1950
2014.268.30,Photographs,1950
2014.268.31,Photographs,1950
2014.268.32,Photographs,1951
2014.268.33,Photographs,1950
2014.268.34,Photographs,1950
2014.268.35,Photographs,1950
2014.268.36,Photographs,1950
2014.268.37,Photographs,1950
2014.268.38,Photographs,1951
2014.268.39,Photographs,1950
2014.268.40,Photographs,1950
2014.268.41,Photographs,1950
2014.268.42,Photographs,1950
2014.268.43,Photographs,1950
2014.268.44,Photographs,1950
2014.268.45,Photographs,1951
2014.268.46,Photographs,1950
2014.268.47,Photographs,1951
2014.268.48,Photographs,1951
2014.268.49,Photographs,1951
2014.268.50,Photographs,1951
2014.268.51,Photographs,1950
2014.268.52,Photographs,1950
2014.268.53,Photographs,1951
2014.268.54,Photographs,1951
2014.268.55,Photographs,1951
2014.268.56,Photographs,1951
2014.268.57,Photographs,1951
2014.268.58,Photographs,1951
2014.268.59,Photographs,1951
2014.268.60,Photographs,1950
2014.268.61,Photographs,1951
2014.268.62,Photographs,1951
2014.268.63,Photographs,1951
2014.268.64,Photographs,1950
"29.150.18, .115",Arms and Armor,1401
2015.651,Drawings and Prints,1700
20.50.1(61),Drawings and Prints,1605
20.50.1(62),Drawings and Prints,1605
20.50.1(63),Drawings and Prints,1605
20.50.1(64),Drawings and Prints,1605
20.50.1(65),Drawings and Prints,1605
20.50.1(66),Drawings and Prints,1605
20.50.1(67),Drawings and Prints,1605
20.50.1(68),Drawings and Prints,1605
20.50.1(69),Drawings and Prints,1605
20.50.1(70),Drawings and Prints,1605
20.50.1(71),Drawings and Prints,1605
20.50.1(72),Drawings and Prints,1605
20.50.1(73),Drawings and Prints,1605
20.50.1(74),Drawings and Prints,1605
20.50.1(75),Drawings and Prints,1605
20.50.1(76),Drawings and Prints,1605
20.50.1(77),Drawings and Prints,1605
20.50.1(78),Drawings and Prints,1605
63.350.224.370.1,Drawings and Prints,1886
"Burdick 327, R406-4.1",Drawings and Prints,1950
53.566.3(1),Drawings and Prints,1527
53.566.3(2),Drawings and Prints,1527
53.566.3(3),Drawings and Prints,1527
53.566.3(4),Drawings and Prints,1527
53.566.3(5),Drawings and Prints,1527
53.566.3(6),Drawings and Prints,1527
53.566.3(7),Drawings and Prints,1527
53.566.3(8),Drawings and Prints,1527
53.566.3(9),Drawings and Prints,1527
"Burdick 327, R406-4.2",Drawings and Prints,1950
53.566.3(10),Drawings and Prints,1527
53.566.3(11),Drawings and Prints,1527
53.566.3(12),Drawings and Prints,1527
2015.50,American Decorative Arts,1748
53.566.3(13),Drawings and Prints,1527
53.566.3(14),Drawings and Prints,1527
53.566.3(15),Drawings and Prints,1527
"Burdick 327, R406-4.3",Drawings and Prints,1950
53.566.3(16),Drawings and Prints,1527
53.566.3(17),Drawings and Prints,1527
53.566.3(18),Drawings and Prints,1527
53.566.3(19),Drawings and Prints,1527
53.566.3(20),Drawings and Prints,1527
53.566.3(21),Drawings and Prints,1527
53.566.3(22),Drawings and Prints,1527
63.350.224.370.2,Drawings and Prints,1886
63.350.224.370.3,Drawings and Prints,1886
63.350.224.370.4,Drawings and Prints,1886
63.350.224.370.5,Drawings and Prints,1886
"Burdick 327, R406-4.4",Drawings and Prints,1950
63.350.224.370.6,Drawings and Prints,1886
63.350.224.370.7,Drawings and Prints,1886
63.350.224.370.8,Drawings and Prints,1886
63.350.224.370.9,Drawings and Prints,1886
63.350.224.370.10,Drawings and Prints,1886
63.350.224.370.11,Drawings and Prints,1886
63.350.224.370.12,Drawings and Prints,1886
63.350.224.370.13,Drawings and Prints,1886
63.350.224.370.14,Drawings and Prints,1886
63.350.224.370.15,Drawings and Prints,1886
53.566.3(23),Drawings and Prints,1527
53.566.3(24),Drawings and Prints,1527
53.566.3(25),Drawings and Prints,1527
53.566.3(26),Drawings and Prints,1527
53.566.3(27),Drawings and Prints,1527
53.566.3(28),Drawings and Prints,1527
53.566.3(29),Drawings and Prints,1527
53.566.3(30),Drawings and Prints,1527
53.566.3(31),Drawings and Prints,1527
53.566.3(32),Drawings and Prints,1527
53.566.3(33),Drawings and Prints,1527
53.566.3(34),Drawings and Prints,1527
53.566.3(35),Drawings and Prints,1527
53.566.3(36),Drawings and Prints,1527
53.566.3(37),Drawings and Prints,1527
53.566.3(38),Drawings and Prints,1527
"Burdick 327, R406-4.5",Drawings and Prints,1950
"Burdick 327, R406-4.6",Drawings and Prints,1950
"Burdick 327, R406-4.7",Drawings and Prints,1950
"Burdick 327, R406-4.8",Drawings and Prints,1950
"Burdick 327, R406-4.9",Drawings and Prints,1950
"Burdick 327, R406-4.10",Drawings and Prints,1950
"Burdick 327, R406-4.11",Drawings and Prints,1950
"Burdick 327, R406-4.12",Drawings and Prints,1950
"Burdick 327, R406-4.13",Drawings and Prints,1950
"Burdick 327, R406-4.14",Drawings and Prints,1950
"Burdick 327, R406-4.15",Drawings and Prints,1950
"Burdick 327, R406-4.16",Drawings and Prints,1950
"Burdick 327, R406-4.17",Drawings and Prints,1950
"Burdick 327, R406-4.18",Drawings and Prints,1950
53.566.3(41),Drawings and Prints,1527
53.566.3(42),Drawings and Prints,1527
53.566.3(43),Drawings and Prints,1527
53.566.3(39),Drawings and Prints,1527
53.566.3(40),Drawings and Prints,1527
53.566.3(44),Drawings and Prints,1527
53.566.3(45),Drawings and Prints,1527
53.566.3(46),Drawings and Prints,1527
63.350.224.370.16,Drawings and Prints,1886
63.350.224.370.17,Drawings and Prints,1886
63.350.224.370.18,Drawings and Prints,1886
63.350.224.370.19,Drawings and Prints,1886
39.57(1),Drawings and Prints,1690
39.57(2),Drawings and Prints,1690
39.57(3),Drawings and Prints,1690
39.57(4),Drawings and Prints,1690
39.57(5),Drawings and Prints,1690
39.57(6),Drawings and Prints,1690
"Burdick 327, R406-4.19",Drawings and Prints,1950
"Burdick 327, R406-4.20",Drawings and Prints,1950
2016.447,Modern and Contemporary Art,1995
2014.706.1,Costume Institute,2004
"2014.706.2a, b",Costume Institute,2007
2015.7,Photographs,2004
63.350.224.369.1,Drawings and Prints,1887
2015.8,Photographs,2007
2015.9,Photographs,2007
2015.10,Photographs,2007
"Burdick 327, R406-4.21",Drawings and Prints,1950
"Burdick 327, R406-4.22",Drawings and Prints,1950
"Burdick 327, R406-4.23",Drawings and Prints,1950
"Burdick 327, R406-4.24",Drawings and Prints,1950
"Burdick 327, R406-4.25",Drawings and Prints,1950
"Burdick 327, R406-4.26",Drawings and Prints,1950
"Burdick 327, R406-4.27",Drawings and Prints,1950
"Burdick 327, R406-4.28",Drawings and Prints,1950
"Burdick 327, R406-4.29",Drawings and Prints,1950
"Burdick 327, R406-4.30",Drawings and Prints,1950
"Burdick 327, R406-4.31",Drawings and Prints,1950
"Burdick 327, R406-4.32",Drawings and Prints,1950
"Burdick 327, R406-4.33",Drawings and Prints,1950
"Burdick 327, R406-4.34",Drawings and Prints,1950
"Burdick 327, R406-4.35",Drawings and Prints,1950
"Burdick 327, R406-4.36",Drawings and Prints,1950
"Burdick 327, R406-4.37",Drawings and Prints,1950
"Burdick 327, R406-4.38",Drawings and Prints,1950
"Burdick 327, R406-4.39",Drawings and Prints,1950
"Burdick 327, R406-4.40",Drawings and Prints,1950
63.350.224.369.2,Drawings and Prints,1887
63.350.224.369.3,Drawings and Prints,1887
63.350.224.369.4,Drawings and Prints,1887
63.350.224.369.5,Drawings and Prints,1887
63.350.224.369.6,Drawings and Prints,1887
63.350.224.369.7,Drawings and Prints,1887
63.350.224.369.8,Drawings and Prints,1887
63.350.224.369.9,Drawings and Prints,1887
63.350.224.369.10,Drawings and Prints,1887
63.350.224.369.11,Drawings and Prints,1887
63.350.224.369.12,Drawings and Prints,1887
63.350.224.369.13,Drawings and Prints,1887
63.350.224.369.14,Drawings and Prints,1887
63.350.224.369.15,Drawings and Prints,1887
63.350.224.369.16,Drawings and Prints,1887
63.350.224.369.17,Drawings and Prints,1887
63.350.224.369.18,Drawings and Prints,1887
63.350.224.369.19,Drawings and Prints,1887
63.350.224.369.20,Drawings and Prints,1887
"Burdick 327, R406-4.41",Drawings and Prints,1950
"Burdick 327, R406-4.42",Drawings and Prints,1950
"Burdick 327, R406-4.43",Drawings and Prints,1950
"Burdick 327, R406-4.44",Drawings and Prints,1950
"Burdick 327, R406-4.45",Drawings and Prints,1950
"Burdick 327, R406-4.46",Drawings and Prints,1950
"Burdick 327, R406-4.47",Drawings and Prints,1950
"Burdick 327, R406-4.48",Drawings and Prints,1950
"Burdick 327, R406-4.49",Drawings and Prints,1950
"Burdick 327, R406-4.50",Drawings and Prints,1950
"Burdick 327, R406-4.51",Drawings and Prints,1950
"Burdick 327, R406-4.52",Drawings and Prints,1950
"Burdick 327, R406-4.53",Drawings and Prints,1950
"Burdick 327, R406-4.54",Drawings and Prints,1950
"Burdick 327, R406-4.55",Drawings and Prints,1950
"Burdick 327, R406-4.56",Drawings and Prints,1950
"Burdick 327, R406-4.57",Drawings and Prints,1950
"Burdick 327, R406-4.58",Drawings and Prints,1950
"Burdick 327, R406-4.59",Drawings and Prints,1950
"Burdick 327, R406-4.60",Drawings and Prints,1950
63.350.224.369.21,Drawings and Prints,1887
63.350.224.369.22,Drawings and Prints,1887
63.350.224.369.23,Drawings and Prints,1887
63.350.224.369.24,Drawings and Prints,1887
63.350.224.369.25,Drawings and Prints,1887
63.350.224.369.26,Drawings and Prints,1887
63.350.224.369.27,Drawings and Prints,1887
63.350.224.369.28,Drawings and Prints,1887
63.350.224.369.29,Drawings and Prints,1887
63.350.224.369.30,Drawings and Prints,1887
63.350.224.369.31,Drawings and Prints,1887
63.350.224.369.32,Drawings and Prints,1887
63.350.224.369.33,Drawings and Prints,1887
63.350.224.369.34,Drawings and Prints,1887
63.350.224.369.35,Drawings and Prints,1887
63.350.224.369.36,Drawings and Prints,1887
63.350.224.369.37,Drawings and Prints,1887
63.350.224.369.38,Drawings and Prints,1887
2014.546.1,Photographs,1865
2014.546.2,Photographs,1865
"Burdick 327, R406-4.61",Drawings and Prints,1950
"Burdick 327, R406-4.62",Drawings and Prints,1950
"Burdick 327, R406-4.63",Drawings and Prints,1950
"Burdick 327, R406-4.64",Drawings and Prints,1950
"Burdick 327, R406-4.65",Drawings and Prints,1950
63.350.224.369.39,Drawings and Prints,1887
63.350.224.369.40,Drawings and Prints,1887
63.350.224.369.41,Drawings and Prints,1887
63.350.224.369.42,Drawings and Prints,1887
63.350.224.369.43,Drawings and Prints,1887
63.350.224.369.44,Drawings and Prints,1887
63.350.224.369.45,Drawings and Prints,1887
63.350.224.369.46,Drawings and Prints,1887
63.350.224.369.47,Drawings and Prints,1887
63.350.224.369.48,Drawings and Prints,1887
63.350.224.369.49,Drawings and Prints,1887
63.350.224.369.50,Drawings and Prints,1887
63.350.224.369.51,Drawings and Prints,1887
63.350.224.369.52,Drawings and Prints,1887
63.350.224.369.53,Drawings and Prints,1887
63.350.224.369.54,Drawings and Prints,1887
63.350.224.369.55,Drawings and Prints,1887
63.350.224.369.56,Drawings and Prints,1887
63.350.224.369.57,Drawings and Prints,1887
63.350.224.369.58,Drawings and Prints,1887
63.350.224.369.59,Drawings and Prints,1887
63.350.224.369.60,Drawings and Prints,1887
SL.10.2016.2.1,European Paintings,1621
SL.10.2016.3.1,European Paintings,1631
63.350.224.369.61,Drawings and Prints,1887
63.350.224.369.62,Drawings and Prints,1887
63.350.224.369.63,Drawings and Prints,1887
63.350.224.369.64,Drawings and Prints,1887
63.350.224.369.65,Drawings and Prints,1887
63.350.224.369.66,Drawings and Prints,1887
63.350.224.369.67,Drawings and Prints,1887
63.350.224.369.68,Drawings and Prints,1887
63.350.224.369.69,Drawings and Prints,1887
63.350.224.369.70,Drawings and Prints,1887
63.350.224.369.71,Drawings and Prints,1887
63.350.224.369.72,Drawings and Prints,1887
63.350.224.369.73,Drawings and Prints,1887
63.350.224.369.74,Drawings and Prints,1887
63.350.224.369.75,Drawings and Prints,1887
63.350.224.369.76,Drawings and Prints,1887
63.350.224.369.77,Drawings and Prints,1887
SL.10.2016.11.1,European Paintings,1618
SL.10.2016.27.1,European Paintings,1618
SL.10.2016.36.1,European Paintings,1610
SL.10.2016.8.1,European Paintings,1627
SL.10.2016.8.2,European Paintings,1610
SL.10.2016.12.1,European Paintings,1625
63.350.224.369.78,Drawings and Prints,1887
63.350.224.369.79,Drawings and Prints,1887
63.350.224.369.80,Drawings and Prints,1887
63.350.224.369.81,Drawings and Prints,1887
63.350.224.369.82,Drawings and Prints,1887
63.350.224.369.83,Drawings and Prints,1887
63.350.224.369.84,Drawings and Prints,1887
63.350.224.369.85,Drawings and Prints,1887
63.350.224.369.86,Drawings and Prints,1887
63.350.224.369.87,Drawings and Prints,1887
63.350.224.369.88,Drawings and Prints,1887
L.2015.72.37,The Cloisters,200
L.2015.72.38,The Cloisters,300
L.2015.72.39,The Cloisters,375
L.2015.72.40,The Cloisters,300
L.2015.72.41,The Cloisters,500
L.2015.72.42,The Cloisters,500
L.2015.72.43,The Cloisters,1475
L.2015.72.44,The Cloisters,1400
L.2015.72.45,The Cloisters,-200
L.2015.72.46,The Cloisters,1600
L.2015.72.47,The Cloisters,1645
L.2015.72.48,The Cloisters,1600
L.2015.72.49,The Cloisters,900
SL.10.2016.13.1,European Paintings,1621
SL.10.2016.14.1,European Paintings,1615
SL.10.2016.10.1,European Paintings,1627
"Burdick 327, R406-4.66",Drawings and Prints,1950
"Burdick 327, R406-4.67",Drawings and Prints,1950
"Burdick 327, R406-4.68",Drawings and Prints,1950
"Burdick 327, R406-4.69",Drawings and Prints,1950
"Burdick 327, R406-4.70",Drawings and Prints,1950
"Burdick 327, R406-4.71",Drawings and Prints,1950
"Burdick 327, R406-4.72",Drawings and Prints,1950
"Burdick 327, R406-4.73",Drawings and Prints,1950
"Burdick 327, R406-4.74",Drawings and Prints,1950
"Burdick 327, R406-4.75",Drawings and Prints,1950
"Burdick 327, R406-4.76",Drawings and Prints,1950
"Burdick 327, R406-4.77",Drawings and Prints,1950
"Burdick 327, R406-4.78",Drawings and Prints,1950
"Burdick 327, R406-4.79",Drawings and Prints,1950
"Burdick 327, R406-4.80",Drawings and Prints,1950
63.350.224.369.89,Drawings and Prints,1887
63.350.224.369.90,Drawings and Prints,1887
63.350.224.369.91,Drawings and Prints,1887
63.350.224.369.92,Drawings and Prints,1887
63.350.224.369.93,Drawings and Prints,1887
63.350.224.369.94,Drawings and Prints,1887
63.350.224.369.95,Drawings and Prints,1887
63.350.224.369.96,Drawings and Prints,1887
63.350.224.369.97,Drawings and Prints,1887
63.350.224.369.98,Drawings and Prints,1887
63.350.224.369.99,Drawings and Prints,1887
63.350.224.369.100,Drawings and Prints,1887
63.350.224.369.101,Drawings and Prints,1887
63.350.224.369.102,Drawings and Prints,1887
63.350.224.369.103,Drawings and Prints,1887
63.350.224.369.104,Drawings and Prints,1887
63.350.224.369.105,Drawings and Prints,1887
63.350.224.369.106,Drawings and Prints,1887
63.350.224.369.107,Drawings and Prints,1887
63.350.224.369.108,Drawings and Prints,1887
SL.10.2016.4.1,European Paintings,1614
27.20.2,Drawings and Prints,1495
"Burdick 327, R406-4.81",Drawings and Prints,1950
"Burdick 327, R406-4.82",Drawings and Prints,1950
"Burdick 327, R406-4.83",Drawings and Prints,1950
"Burdick 327, R406-4.84",Drawings and Prints,1950
"Burdick 327, R406-4.85",Drawings and Prints,1950
"Burdick 327, R406-4.86",Drawings and Prints,1950
"Burdick 327, R406-4.87",Drawings and Prints,1950
"Burdick 327, R406-4.88",Drawings and Prints,1950
"Burdick 327, R406-4.89",Drawings and Prints,1950
"Burdick 327, R406-4.90",Drawings and Prints,1950
"Burdick 327, R406-4.91",Drawings and Prints,1950
"Burdick 327, R406-4.92",Drawings and Prints,1950
"Burdick 327, R406-4.93",Drawings and Prints,1950
"Burdick 327, R406-4.94",Drawings and Prints,1950
"Burdick 327, R406-4.95",Drawings and Prints,1950
"Burdick 327, R406-4.96",Drawings and Prints,1950
"Burdick 327, R406-4.97",Drawings and Prints,1950
"Burdick 327, R406-4.98",Drawings and Prints,1950
"Burdick 327, R406-4.99",Drawings and Prints,1950
"Burdick 327, R406-4.100",Drawings and Prints,1950
27.20.3,Drawings and Prints,1495
63.350.224.369.109,Drawings and Prints,1887
63.350.224.369.110,Drawings and Prints,1887
63.350.224.369.111,Drawings and Prints,1887
63.350.224.369.112,Drawings and Prints,1887
63.350.224.369.113,Drawings and Prints,1887
63.350.224.369.114,Drawings and Prints,1887
63.350.224.369.115,Drawings and Prints,1887
63.350.224.369.116,Drawings and Prints,1887
63.350.224.369.117,Drawings and Prints,1887
63.350.224.369.118,Drawings and Prints,1887
63.350.224.369.119,Drawings and Prints,1887
63.350.224.369.120,Drawings and Prints,1887
63.350.224.369.121,Drawings and Prints,1887
63.350.224.369.122,Drawings and Prints,1887
63.350.224.369.123,Drawings and Prints,1887
63.350.224.369.124,Drawings and Prints,1887
63.350.224.369.125,Drawings and Prints,1887
SL.10.2016.24.1,European Paintings,1618
2015.767,Modern and Contemporary Art,2009
SL.10.2016.6.1,European Paintings,1615
63.350.224.369.126,Drawings and Prints,1887
63.350.224.369.127,Drawings and Prints,1887
63.350.224.369.128,Drawings and Prints,1887
63.350.224.369.129,Drawings and Prints,1887
63.350.224.369.130,Drawings and Prints,1887
"Burdick 327, R406-4.101",Drawings and Prints,1950
"Burdick 327, R406-4.102",Drawings and Prints,1950
"Burdick 327, R406-4.103",Drawings and Prints,1950
"Burdick 327, R406-4.104",Drawings and Prints,1950
"Burdick 327, R406-4.105",Drawings and Prints,1950
"Burdick 327, R406-4.106",Drawings and Prints,1950
"Burdick 327, R406-4.107",Drawings and Prints,1950
"Burdick 327, R406-4.108",Drawings and Prints,1950
SL.10.2016.7.1,European Paintings,1615
28.82.5,Drawings and Prints,1457
SL.10.2016.25.1,European Paintings,1620
2014.742,Modern and Contemporary Art,2004
"Burdick 327, R406-4.109",Drawings and Prints,1950
"Burdick 327, R406-4.110",Drawings and Prints,1950
"Burdick 327, R406-4.111",Drawings and Prints,1950
"Burdick 327, R406-4.112",Drawings and Prints,1950
63.350.224.388.1,Drawings and Prints,1890
63.350.224.388.2,Drawings and Prints,1890
63.350.224.388.3,Drawings and Prints,1890
63.350.224.388.4,Drawings and Prints,1890
63.350.224.388.5,Drawings and Prints,1890
63.350.224.388.6,Drawings and Prints,1890
63.350.224.388.7,Drawings and Prints,1890
63.350.224.388.8,Drawings and Prints,1890
63.350.224.388.9,Drawings and Prints,1890
63.350.224.388.10,Drawings and Prints,1890
63.350.224.388.11,Drawings and Prints,1890
63.350.224.388.12,Drawings and Prints,1890
63.350.224.388.13,Drawings and Prints,1890
63.350.224.388.14,Drawings and Prints,1890
63.350.224.388.15,Drawings and Prints,1890
63.350.224.388.16,Drawings and Prints,1890
63.350.224.388.17,Drawings and Prints,1890
63.350.224.388.18,Drawings and Prints,1890
63.350.224.388.19,Drawings and Prints,1890
63.350.224.388.20,Drawings and Prints,1890
63.350.224.388.21,Drawings and Prints,1890
63.350.224.388.22,Drawings and Prints,1890
63.350.224.388.23,Drawings and Prints,1890
63.350.224.388.24,Drawings and Prints,1890
63.350.224.388.25,Drawings and Prints,1890
"Burdick 327, R406-4.113",Drawings and Prints,1950
"Burdick 327, R406-4.114",Drawings and Prints,1950
"Burdick 327, R406-4.115",Drawings and Prints,1950
"Burdick 327, R406-4.116",Drawings and Prints,1950
"Burdick 327, R406-4.117",Drawings and Prints,1950
"Burdick 327, R406-4.118",Drawings and Prints,1950
"Burdick 327, R406-4.119",Drawings and Prints,1950
"Burdick 327, R406-4.120",Drawings and Prints,1950
63.350.224.388.26,Drawings and Prints,1890
